13F	0001364742	BlackRockInc.	2018-05-09
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
LIVANOVA PLC	SHS	G5509L101	878		9925	SH	SOLE	26		5248	0	4677
LIVANOVA PLC	SHS	G5509L101	555		6273	SH	SOLE	28		6273	0	0
LIVANOVA PLC	SHS	G5509L101	725		8189	SH	SOLE	30		8189	0	0
LIVANOVA PLC	SHS	G5509L101	370		4179	SH	SOLE	40		4179	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	7444		176643	SH	SOLE	2		70018	0	106625
LIVE NATION ENTERTAINMENT IN	COM	538034109	1928		45759	SH	SOLE	4		45759	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	347		8241	SH	SOLE	7		8241	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	19791		469655	SH	SOLE	18		456461	0	13194
LIVE NATION ENTERTAINMENT IN	COM	538034109	7813		185411	SH	SOLE	19		185411	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	3613		85746	SH	SOLE	20		0	0	85746
LIVE NATION ENTERTAINMENT IN	COM	538034109	259743		6163811	SH	SOLE	21		6163811	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	188665		4477110	SH	SOLE	22		4006632	0	470478
LIVE NATION ENTERTAINMENT IN	COM	538034109	6634		157436	SH	SOLE	23		157436	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	38		904	SH	SOLE	25		904	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	11333		268935	SH	SOLE	26		126763	0	142172
LIVE NATION ENTERTAINMENT IN	COM	538034109	844		20027	SH	SOLE	28		20027	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	1778		42191	SH	SOLE	29		0	0	42191
LIVE NATION ENTERTAINMENT IN	COM	538034109	6045		143448	SH	SOLE	30		143448	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	2579		61208	SH	SOLE	31		28181	0	33027
LIVE NATION ENTERTAINMENT IN	COM	538034109	302		7178	SH	SOLE	34		7178	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	1375		32624	SH	SOLE	36		32624	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	122		2899	SH	SOLE	40		2899	0	0
LIVE NATION ENTERTAINMENT IN	DBCV 2.500% 5/1	538034AJ8	966		750000	PRN	SOLE	21		750000	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	43		1562	SH	SOLE	2		1123	0	439
LIVE OAK BANCSHARES INC	COM	53803X105	19		696	SH	SOLE	7		696	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	2193		78881	SH	SOLE	18		78881	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	512		18422	SH	SOLE	19		18422	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	20780		747479	SH	SOLE	21		747479	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	15033		540749	SH	SOLE	22		493137	0	47612
LIVE OAK BANCSHARES INC	COM	53803X105	141		5066	SH	SOLE	28		5066	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	157		5650	SH	SOLE	30		5650	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	160		5738	SH	SOLE	40		5738	0	0
LIVE VENTURES INC	COM NEW	538142308	8		631	SH	SOLE	21		631	0	0
LIVEPERSON INC	COM	538146101	72		4430	SH	SOLE	2		4175	0	255
LIVEPERSON INC	COM	538146101	5		317	SH	SOLE	4		317	0	0
LIVEPERSON INC	COM	538146101	19		1169	SH	SOLE	7		1169	0	0
LIVEPERSON INC	COM	538146101	4082		249685	SH	SOLE	18		249685	0	0
LIVEPERSON INC	COM	538146101	1037		63452	SH	SOLE	19		63452	0	0
LIVEPERSON INC	COM	538146101	84642		5176859	SH	SOLE	21		5176859	0	0
LIVEPERSON INC	COM	538146101	24581		1503404	SH	SOLE	22		1408381	0	95023
LIVEPERSON INC	COM	538146101	18		1103	SH	SOLE	23		1103	0	0
LIVEPERSON INC	COM	538146101	986		60291	SH	SOLE	26		14899	0	45392
LIVEPERSON INC	COM	538146101	126		7693	SH	SOLE	28		7693	0	0
LIVEPERSON INC	COM	538146101	1218		74478	SH	SOLE	30		74478	0	0
LIVEPERSON INC	COM	538146101	105		6450	SH	SOLE	40		6450	0	0
LKQ CORP	COM	501889208	13249		349118	SH	SOLE	2		70189	0	278929
LKQ CORP	COM	501889208	3537		93208	SH	SOLE	4		86417	0	6791
LKQ CORP	COM	501889208	8351		220052	SH	SOLE	7		213906	0	6146
LKQ CORP	COM	501889208	118		3120	SH	SOLE	13		3120	0	0
LKQ CORP	COM	501889208	72		1902	SH	SOLE	15		1902	0	0
LKQ CORP	COM	501889208	24891		655897	SH	SOLE	18		612899	0	42998
LKQ CORP	COM	501889208	1992		52498	SH	SOLE	19		52498	0	0
LKQ CORP	COM	501889208	6350		167337	SH	SOLE	20		0	0	167337
LKQ CORP	COM	501889208	231501		6100157	SH	SOLE	21		6100157	0	0
LKQ CORP	COM	501889208	313185		8252560	SH	SOLE	22		6732637	0	1519923
LKQ CORP	COM	501889208	13628		359097	SH	SOLE	23		359097	0	0
LKQ CORP	COM	501889208	9315		245446	SH	SOLE	25		245446	0	0
LKQ CORP	COM	501889208	33550		884068	SH	SOLE	26		351442	0	532626
LKQ CORP	COM	501889208	1766		46548	SH	SOLE	28		46548	0	0
LKQ CORP	COM	501889208	3338		87949	SH	SOLE	29		10340	0	77609
LKQ CORP	COM	501889208	31491		829808	SH	SOLE	30		829808	0	0
LKQ CORP	COM	501889208	5731		151022	SH	SOLE	31		66761	0	84261
LKQ CORP	COM	501889208	563		14840	SH	SOLE	34		14840	0	0
LKQ CORP	COM	501889208	10403		274125	SH	SOLE	36		274125	0	0
LKQ CORP	COM	501889208	235		6201	SH	SOLE	40		6201	0	0
LLOYDS BANKING GROUP PLC	SPONSORED ADR	539439109	26043		7000698	SH	SOLE	18		6407010	0	593688
LM FDG AMER INC	COM	502074107	3		3731	SH	SOLE	21		3731	0	0
LOCKHEED MARTIN CORP	COM	539830109	128707		380870	SH	SOLE	2		146806	0	234064
LOCKHEED MARTIN CORP	COM	539830109	26377		78055	SH	SOLE	4		71477	0	6578
LOCKHEED MARTIN CORP	COM	539830109	62981		186372	SH	SOLE	7		186372	0	0
LOCKHEED MARTIN CORP	COM	539830109	664		1964	SH	SOLE	13		1964	0	0
LOCKHEED MARTIN CORP	COM	539830109	638		1888	SH	SOLE	15		1888	0	0
LOCKHEED MARTIN CORP	COM	539830109	215196		636805	SH	SOLE	18		617186	0	19619
LOCKHEED MARTIN CORP	COM	539830109	145723		431221	SH	SOLE	19		431221	0	0
LOCKHEED MARTIN CORP	COM	539830109	38491		113901	SH	SOLE	20		0	0	113901
LOCKHEED MARTIN CORP	COM	539830109	2071128		6128866	SH	SOLE	21		6128866	0	0
LOCKHEED MARTIN CORP	COM	539830109	2372472		7020601	SH	SOLE	22		5699035	0	1321566
LOCKHEED MARTIN CORP	COM	539830109	110230		326192	SH	SOLE	23		326192	0	0
LOCKHEED MARTIN CORP	COM	539830109	86499		255966	SH	SOLE	25		255966	0	0
LOCKHEED MARTIN CORP	COM	539830109	99501		294442	SH	SOLE	26		119176	0	175266
LOCKHEED MARTIN CORP	COM	539830109	10716		31711	SH	SOLE	29		8953	0	22758
LOCKHEED MARTIN CORP	COM	539830109	294456		871352	SH	SOLE	30		871352	0	0
LOCKHEED MARTIN CORP	COM	539830109	36295		107403	SH	SOLE	31		52528	0	54875
LOCKHEED MARTIN CORP	COM	539830109	2574		7618	SH	SOLE	32		7618	0	0
LOCKHEED MARTIN CORP	COM	539830109	84871		251149	SH	SOLE	36		251149	0	0
LOCKHEED MARTIN CORP	COM	539830109	1673		4950	SH	SOLE	40		4950	0	0
LOEWS CORP	COM	540424108	15818		318069	SH	SOLE	2		69562	0	248507
LOEWS CORP	COM	540424108	4560		91686	SH	SOLE	4		84481	0	7205
LOEWS CORP	COM	540424108	13184		265119	SH	SOLE	7		242758	0	22361
LOEWS CORP	COM	540424108	386		7760	SH	SOLE	13		7760	0	0
LOEWS CORP	COM	540424108	120		2403	SH	SOLE	15		2403	0	0
LOEWS CORP	COM	540424108	28931		581755	SH	SOLE	18		544828	0	36927
LOEWS CORP	COM	540424108	2358		47419	SH	SOLE	19		47419	0	0
LOEWS CORP	COM	540424108	285095		5732853	SH	SOLE	21		5732853	0	0
LOEWS CORP	COM	540424108	386625		7774487	SH	SOLE	22		6356135	0	1418352
LOEWS CORP	COM	540424108	16917		340182	SH	SOLE	23		340182	0	0
LOEWS CORP	COM	540424108	11338		227985	SH	SOLE	25		227985	0	0
LOEWS CORP	COM	540424108	40230		808976	SH	SOLE	26		322928	0	486048
LOEWS CORP	COM	540424108	2156		43349	SH	SOLE	28		43349	0	0
LOEWS CORP	COM	540424108	450		9048	SH	SOLE	29		9048	0	0
LOEWS CORP	COM	540424108	52032		1046285	SH	SOLE	30		1046285	0	0
LOEWS CORP	COM	540424108	5646		113539	SH	SOLE	31		52526	0	61013
LOEWS CORP	COM	540424108	717		14425	SH	SOLE	34		14425	0	0
LOEWS CORP	COM	540424108	14344		288438	SH	SOLE	36		288438	0	0
LOEWS CORP	COM	540424108	286		5744	SH	SOLE	40		5744	0	0
LOGITECH INTL S A	SHS	H50430232	314		8559	SH	SOLE	22		8559	0	0
LOGMEIN INC	COM	54142L109	5151		44574	SH	SOLE	2		24816	0	19758
LOGMEIN INC	COM	54142L109	69		598	SH	SOLE	4		598	0	0
LOGMEIN INC	COM	54142L109	147		1276	SH	SOLE	7		1276	0	0
LOGMEIN INC	COM	54142L109	20349		176106	SH	SOLE	18		175877	0	229
LOGMEIN INC	COM	54142L109	908		7861	SH	SOLE	19		7861	0	0
LOGMEIN INC	COM	54142L109	280756		2429740	SH	SOLE	21		2429740	0	0
LOGMEIN INC	COM	54142L109	200127		1731951	SH	SOLE	22		1554853	0	177098
LOGMEIN INC	COM	54142L109	26		229	SH	SOLE	23		229	0	0
LOGMEIN INC	COM	54142L109	1637		14167	SH	SOLE	26		7707	0	6460
LOGMEIN INC	COM	54142L109	841		7282	SH	SOLE	28		7282	0	0
LOGMEIN INC	COM	54142L109	468		4051	SH	SOLE	29		0	0	4051
LOGMEIN INC	COM	54142L109	1193		10326	SH	SOLE	30		10326	0	0
LOGMEIN INC	COM	54142L109	133		1153	SH	SOLE	31		1153	0	0
LOGMEIN INC	COM	54142L109	0		4	SH	SOLE	36		4	0	0
LOGMEIN INC	COM	54142L109	689		5964	SH	SOLE	40		5964	0	0
LOMA NEGRA CORP	SPONSORED ADS	54150E104	950		44559	SH	SOLE	18		0	0	44559
LOMA NEGRA CORP	SPONSORED ADS	54150E104	597		28000	SH	SOLE	19		28000	0	0
LOMA NEGRA CORP	SPONSORED ADS	54150E104	5928		278054	SH	SOLE	25		278054	0	0
LOMA NEGRA CORP	SPONSORED ADS	54150E104	5010		235000	SH	SOLE	34		235000	0	0
LONESTAR RES US INC	CL A VTG	54240F103	10		2376	SH	SOLE	18		2376	0	0
LONESTAR RES US INC	CL A VTG	54240F103	133		30563	SH	SOLE	21		30563	0	0
LONESTAR RES US INC	CL A VTG	54240F103	175		40209	SH	SOLE	22		40209	0	0
LONG BLOCKCHAIN CORP	COM	542614102	2		828	SH	SOLE	18		828	0	0
LONG BLOCKCHAIN CORP	COM	542614102	40		15025	SH	SOLE	21		15025	0	0
LONGFIN CORP	COM CLASS A	54304F106	3119		180731	SH	SOLE	22		177640	0	3091
LOOP INDS INC	COM	543518104	328		22638	SH	SOLE	22		22638	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	22		523	SH	SOLE	2		523	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	25		610	SH	SOLE	4		610	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	12		277	SH	SOLE	7		277	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	1723		41377	SH	SOLE	18		41377	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	414		9931	SH	SOLE	19		9931	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	15782		378920	SH	SOLE	21		378920	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	13767		330530	SH	SOLE	22		307215	0	23315
LORAL SPACE & COMMUNICATNS I	COM	543881106	22		539	SH	SOLE	26		0	0	539
LORAL SPACE & COMMUNICATNS I	COM	543881106	82		1965	SH	SOLE	28		1965	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	349		8375	SH	SOLE	30		8375	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	19		445	SH	SOLE	36		445	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	72		1727	SH	SOLE	40		1727	0	0
LOUISIANA PAC CORP	COM	546347105	1973		68575	SH	SOLE	2		63722	0	4853
LOUISIANA PAC CORP	COM	546347105	24		828	SH	SOLE	4		828	0	0
LOUISIANA PAC CORP	COM	546347105	130		4535	SH	SOLE	7		4535	0	0
LOUISIANA PAC CORP	COM	546347105	25211		876305	SH	SOLE	18		876305	0	0
LOUISIANA PAC CORP	COM	546347105	3259		113284	SH	SOLE	19		113284	0	0
LOUISIANA PAC CORP	COM	546347105	297426		10338072	SH	SOLE	21		10338072	0	0
LOUISIANA PAC CORP	COM	546347105	167235		5812813	SH	SOLE	22		5548475	0	264338
LOUISIANA PAC CORP	COM	546347105	830		28847	SH	SOLE	26		13785	0	15062
LOUISIANA PAC CORP	COM	546347105	577		20043	SH	SOLE	28		20043	0	0
LOUISIANA PAC CORP	COM	546347105	789		27430	SH	SOLE	30		27430	0	0
LOUISIANA PAC CORP	COM	546347105	450		15640	SH	SOLE	40		15640	0	0
LOWES COS INC	COM	548661107	102269		1165454	SH	SOLE	2		367708	0	797746
LOWES COS INC	COM	548661107	26192		298483	SH	SOLE	4		276598	0	21885
LOWES COS INC	COM	548661107	66881		762175	SH	SOLE	7		616748	0	145427
LOWES COS INC	COM	548661107	388		4423	SH	SOLE	13		4423	0	0
LOWES COS INC	COM	548661107	536		6109	SH	SOLE	15		6109	0	0
LOWES COS INC	COM	548661107	307551		3504854	SH	SOLE	18		3246304	0	258550
LOWES COS INC	COM	548661107	186029		2119984	SH	SOLE	19		2119984	0	0
LOWES COS INC	COM	548661107	32211		367080	SH	SOLE	20		0	0	367080
LOWES COS INC	COM	548661107	1239237		14122363	SH	SOLE	21		14122363	0	0
LOWES COS INC	COM	548661107	2012418		22933543	SH	SOLE	22		18710110	0	4223433
LOWES COS INC	COM	548661107	99367		1132391	SH	SOLE	23		1132391	0	0
LOWES COS INC	COM	548661107	63576		724514	SH	SOLE	25		687945	0	36569
LOWES COS INC	COM	548661107	225910		2574471	SH	SOLE	26		775742	0	1798729
LOWES COS INC	COM	548661107	11001		125369	SH	SOLE	28		125369	0	0
LOWES COS INC	COM	548661107	3792		43215	SH	SOLE	29		36604	0	6611
LOWES COS INC	COM	548661107	217193		2475139	SH	SOLE	30		2475139	0	0
LOWES COS INC	COM	548661107	38316		436648	SH	SOLE	31		162926	0	273722
LOWES COS INC	COM	548661107	67177		765552	SH	SOLE	34		765552	0	0
LOWES COS INC	COM	548661107	73712		840022	SH	SOLE	36		840022	0	0
LOWES COS INC	COM	548661107	1387		15802	SH	SOLE	40		15802	0	0
LOXO ONCOLOGY INC	COM	548862101	237		2052	SH	SOLE	2		1859	0	193
LOXO ONCOLOGY INC	COM	548862101	7		59	SH	SOLE	4		59	0	0
LOXO ONCOLOGY INC	COM	548862101	65		562	SH	SOLE	7		562	0	0
LOXO ONCOLOGY INC	COM	548862101	8488		73570	SH	SOLE	18		73570	0	0
LOXO ONCOLOGY INC	COM	548862101	3997		34645	SH	SOLE	19		34645	0	0
LOXO ONCOLOGY INC	COM	548862101	122314		1060186	SH	SOLE	21		1060186	0	0
LOXO ONCOLOGY INC	COM	548862101	69995		606702	SH	SOLE	22		565562	0	41140
LOXO ONCOLOGY INC	COM	548862101	335		2902	SH	SOLE	23		2902	0	0
LOXO ONCOLOGY INC	COM	548862101	2502		21683	SH	SOLE	26		6278	0	15405
LOXO ONCOLOGY INC	COM	548862101	395		3427	SH	SOLE	28		3427	0	0
LOXO ONCOLOGY INC	COM	548862101	63		544	SH	SOLE	29		0	0	544
LOXO ONCOLOGY INC	COM	548862101	623		5401	SH	SOLE	30		5401	0	0
LOXO ONCOLOGY INC	COM	548862101	76		658	SH	SOLE	34		658	0	0
LOXO ONCOLOGY INC	COM	548862101	265		2298	SH	SOLE	40		2298	0	0
LPL FINL HLDGS INC	COM	50212V100	2309		37812	SH	SOLE	2		9070	0	28742
LPL FINL HLDGS INC	COM	50212V100	22		355	SH	SOLE	4		355	0	0
LPL FINL HLDGS INC	COM	50212V100	177		2903	SH	SOLE	7		2903	0	0
LPL FINL HLDGS INC	COM	50212V100	2453		40170	SH	SOLE	18		40170	0	0
LPL FINL HLDGS INC	COM	50212V100	809		13247	SH	SOLE	19		13247	0	0
LPL FINL HLDGS INC	COM	50212V100	74169		1214489	SH	SOLE	21		1214489	0	0
LPL FINL HLDGS INC	COM	50212V100	158332		2592631	SH	SOLE	22		2286550	0	306081
LPL FINL HLDGS INC	COM	50212V100	1590		26041	SH	SOLE	26		17144	0	8897
LPL FINL HLDGS INC	COM	50212V100	686		11230	SH	SOLE	28		11230	0	0
LPL FINL HLDGS INC	COM	50212V100	2182		35733	SH	SOLE	30		35733	0	0
LPL FINL HLDGS INC	COM	50212V100	120		1972	SH	SOLE	31		1972	0	0
LPL FINL HLDGS INC	COM	50212V100	273		4476	SH	SOLE	36		4476	0	0
LPL FINL HLDGS INC	COM	50212V100	557		9120	SH	SOLE	40		9120	0	0
LRAD CORP	COM	50213V109	13		5758	SH	SOLE	18		5758	0	0
LRAD CORP	COM	50213V109	218		94849	SH	SOLE	21		94849	0	0
LRAD CORP	COM	50213V109	2607		1133594	SH	SOLE	22		1133594	0	0
LSB INDS INC	COM	502160104	30		4846	SH	SOLE	2		973	0	3873
LSB INDS INC	COM	502160104	3		438	SH	SOLE	7		438	0	0
LSB INDS INC	COM	502160104	637		103994	SH	SOLE	18		103994	0	0
LSB INDS INC	COM	502160104	98		15976	SH	SOLE	19		15976	0	0
LSB INDS INC	COM	502160104	12288		2004560	SH	SOLE	21		2004560	0	0
LSB INDS INC	COM	502160104	2971		484647	SH	SOLE	22		453887	0	30760
LSB INDS INC	COM	502160104	144		23432	SH	SOLE	30		23432	0	0
LSC COMMUNICATIONS INC	COM	50218P107	172		9840	SH	SOLE	2		3628	0	6212
LSC COMMUNICATIONS INC	COM	50218P107	2		140	SH	SOLE	4		140	0	0
LSC COMMUNICATIONS INC	COM	50218P107	11		638	SH	SOLE	7		638	0	0
LSC COMMUNICATIONS INC	COM	50218P107	2758		158028	SH	SOLE	18		158028	0	0
LSC COMMUNICATIONS INC	COM	50218P107	2011		115216	SH	SOLE	19		115216	0	0
LSC COMMUNICATIONS INC	COM	50218P107	56191		3220086	SH	SOLE	21		3220086	0	0
LSC COMMUNICATIONS INC	COM	50218P107	21902		1255118	SH	SOLE	22		1151679	0	103439
LSC COMMUNICATIONS INC	COM	50218P107	283		16228	SH	SOLE	26		1906	0	14322
LSC COMMUNICATIONS INC	COM	50218P107	57		3254	SH	SOLE	28		3254	0	0
LSC COMMUNICATIONS INC	COM	50218P107	762		43650	SH	SOLE	29		0	0	43650
LSC COMMUNICATIONS INC	COM	50218P107	896		51361	SH	SOLE	30		51361	0	0
LSC COMMUNICATIONS INC	COM	50218P107	40		2267	SH	SOLE	36		2267	0	0
LSC COMMUNICATIONS INC	COM	50218P107	49		2819	SH	SOLE	40		2819	0	0
LSI INDS INC	COM	50216C108	44		5480	SH	SOLE	2		1036	0	4444
LSI INDS INC	COM	50216C108	5		594	SH	SOLE	7		594	0	0
LSI INDS INC	COM	50216C108	694		85621	SH	SOLE	18		85621	0	0
LSI INDS INC	COM	50216C108	170		20972	SH	SOLE	19		20972	0	0
LSI INDS INC	COM	50216C108	6476		798577	SH	SOLE	21		798577	0	0
LSI INDS INC	COM	50216C108	7340		905052	SH	SOLE	22		869429	0	35623
LTC PPTYS INC	COM	502175102	217		5702	SH	SOLE	2		1646	0	4056
LTC PPTYS INC	COM	502175102	546		14369	SH	SOLE	4		14369	0	0
LTC PPTYS INC	COM	502175102	2312		60843	SH	SOLE	7		60843	0	0
LTC PPTYS INC	COM	502175102	61		1611	SH	SOLE	15		1611	0	0
LTC PPTYS INC	COM	502175102	6818		179423	SH	SOLE	18		179423	0	0
LTC PPTYS INC	COM	502175102	3006		79109	SH	SOLE	19		79109	0	0
LTC PPTYS INC	COM	502175102	143771		3783460	SH	SOLE	21		3783460	0	0
LTC PPTYS INC	COM	502175102	63341		1666873	SH	SOLE	22		1597179	0	69694
LTC PPTYS INC	COM	502175102	55		1448	SH	SOLE	23		1448	0	0
LTC PPTYS INC	COM	502175102	2989		78660	SH	SOLE	25		78660	0	0
LTC PPTYS INC	COM	502175102	1139		29968	SH	SOLE	26		9143	0	20825
LTC PPTYS INC	COM	502175102	202		5308	SH	SOLE	28		5308	0	0
LTC PPTYS INC	COM	502175102	516		13573	SH	SOLE	29		13573	0	0
LTC PPTYS INC	COM	502175102	9342		245849	SH	SOLE	30		245849	0	0
LTC PPTYS INC	COM	502175102	146		3850	SH	SOLE	40		3850	0	0
LUBYS INC	COM	549282101	9		3227	SH	SOLE	18		3227	0	0
LUBYS INC	COM	549282101	160		57377	SH	SOLE	21		57377	0	0
LUBYS INC	COM	549282101	1385		498034	SH	SOLE	22		498034	0	0
LULULEMON ATHLETICA INC	COM	550021109	8320		93354	SH	SOLE	2		9818	0	83536
LULULEMON ATHLETICA INC	COM	550021109	2900		32542	SH	SOLE	4		29617	0	2925
LULULEMON ATHLETICA INC	COM	550021109	771		8656	SH	SOLE	7		8656	0	0
LULULEMON ATHLETICA INC	COM	550021109	54		608	SH	SOLE	15		608	0	0
LULULEMON ATHLETICA INC	COM	550021109	5524		61982	SH	SOLE	18		52698	0	9284
LULULEMON ATHLETICA INC	COM	550021109	1815		20361	SH	SOLE	19		20361	0	0
LULULEMON ATHLETICA INC	COM	550021109	5645		63336	SH	SOLE	20		0	0	63336
LULULEMON ATHLETICA INC	COM	550021109	109951		1233743	SH	SOLE	21		1233743	0	0
LULULEMON ATHLETICA INC	COM	550021109	240766		2701592	SH	SOLE	22		2356000	0	345592
LULULEMON ATHLETICA INC	COM	550021109	11853		133004	SH	SOLE	23		133004	0	0
LULULEMON ATHLETICA INC	COM	550021109	6894		77359	SH	SOLE	25		77359	0	0
LULULEMON ATHLETICA INC	COM	550021109	26871		301520	SH	SOLE	26		118781	0	182739
LULULEMON ATHLETICA INC	COM	550021109	1376		15445	SH	SOLE	28		15445	0	0
LULULEMON ATHLETICA INC	COM	550021109	2430		27263	SH	SOLE	29		2408	0	24855
LULULEMON ATHLETICA INC	COM	550021109	11937		133941	SH	SOLE	30		133941	0	0
LULULEMON ATHLETICA INC	COM	550021109	4598		51591	SH	SOLE	31		20662	0	30929
LULULEMON ATHLETICA INC	COM	550021109	538		6042	SH	SOLE	34		6042	0	0
LULULEMON ATHLETICA INC	COM	550021109	8155		91511	SH	SOLE	36		91511	0	0
LULULEMON ATHLETICA INC	COM	550021109	182		2040	SH	SOLE	40		2040	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	31		1310	SH	SOLE	2		1181	0	129
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	3		111	SH	SOLE	4		111	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	14		587	SH	SOLE	7		587	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	3101		129644	SH	SOLE	18		129644	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	536		22394	SH	SOLE	19		22394	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	73321		3065266	SH	SOLE	21		3065266	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	18006		752771	SH	SOLE	22		699687	0	53084
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	78		3245	SH	SOLE	26		3245	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	95		3965	SH	SOLE	28		3965	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	958		40047	SH	SOLE	30		40047	0	0
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	66		2755	SH	SOLE	40		2755	0	0
LUMENTUM HLDGS INC	COM	55024U109	607		9510	SH	SOLE	2		9049	0	461
LUMENTUM HLDGS INC	COM	55024U109	18		287	SH	SOLE	4		287	0	0
LUMENTUM HLDGS INC	COM	55024U109	94		1467	SH	SOLE	7		1467	0	0
LUMENTUM HLDGS INC	COM	55024U109	17301		271168	SH	SOLE	18		271168	0	0
LUMENTUM HLDGS INC	COM	55024U109	6914		108368	SH	SOLE	19		108368	0	0
LUMENTUM HLDGS INC	COM	55024U109	377173		5911800	SH	SOLE	21		5911800	0	0
LUMENTUM HLDGS INC	COM	55024U109	109742		1720094	SH	SOLE	22		1611573	0	108521
LUMENTUM HLDGS INC	COM	55024U109	1806		28314	SH	SOLE	23		28314	0	0
LUMENTUM HLDGS INC	COM	55024U109	2944		46139	SH	SOLE	26		11852	0	34287
LUMENTUM HLDGS INC	COM	55024U109	533		8349	SH	SOLE	28		8349	0	0
LUMENTUM HLDGS INC	COM	55024U109	307		4817	SH	SOLE	29		0	0	4817
LUMENTUM HLDGS INC	COM	55024U109	5516		86455	SH	SOLE	30		86455	0	0
LUMENTUM HLDGS INC	COM	55024U109	434		6806	SH	SOLE	40		6806	0	0
LUMENTUM HLDGS INC	NOTE 0.250% 3/1	55024UAB5	1391		1100000	PRN	SOLE	21		1100000	0	0
LUMINEX CORP DEL	COM	55027E102	481		22828	SH	SOLE	2		18894	0	3934
LUMINEX CORP DEL	COM	55027E102	6		308	SH	SOLE	4		308	0	0
LUMINEX CORP DEL	COM	55027E102	25		1190	SH	SOLE	7		1190	0	0
LUMINEX CORP DEL	COM	55027E102	3858		183083	SH	SOLE	18		183083	0	0
LUMINEX CORP DEL	COM	55027E102	2528		119984	SH	SOLE	19		119984	0	0
LUMINEX CORP DEL	COM	55027E102	91580		4346477	SH	SOLE	21		4346477	0	0
LUMINEX CORP DEL	COM	55027E102	26818		1272809	SH	SOLE	22		1200706	0	72103
LUMINEX CORP DEL	COM	55027E102	1434		68045	SH	SOLE	23		68045	0	0
LUMINEX CORP DEL	COM	55027E102	2124		100797	SH	SOLE	26		11720	0	89077
LUMINEX CORP DEL	COM	55027E102	120		5684	SH	SOLE	28		5684	0	0
LUMINEX CORP DEL	COM	55027E102	277		13155	SH	SOLE	29		0	0	13155
LUMINEX CORP DEL	COM	55027E102	1244		59040	SH	SOLE	30		59040	0	0
LUMINEX CORP DEL	COM	55027E102	86		4091	SH	SOLE	40		4091	0	0
LUNA INNOVATIONS	COM	550351100	15		4647	SH	SOLE	18		4647	0	0
LUNA INNOVATIONS	COM	550351100	273		84128	SH	SOLE	21		84128	0	0
LUNA INNOVATIONS	COM	550351100	660		203817	SH	SOLE	22		203817	0	0
LUTHER BURBANK CORP	COM	550550107	28		2348	SH	SOLE	2		693	0	1655
LUTHER BURBANK CORP	COM	550550107	543		45199	SH	SOLE	18		45199	0	0
LUTHER BURBANK CORP	COM	550550107	121		10053	SH	SOLE	19		10053	0	0
LUTHER BURBANK CORP	COM	550550107	5596		465970	SH	SOLE	21		465970	0	0
LUTHER BURBANK CORP	COM	550550107	1152		95897	SH	SOLE	22		80531	0	15366
LUXOFT HLDG INC	ORD SHS CL A	G57279104	107		2607	SH	SOLE	4		2607	0	0
